"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"19 years","19","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",48,60891,78.8,58.1,104.5
,"20 years","20","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",49,63929,76.6,56.7,101.3
,"21 years","21","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",66,66024,100.0,77.3,127.2
,"22 years","22","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",73,68699,106.3,83.3,133.6
,"23 years","23","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",79,70252,112.5,89.0,140.1
,"24 years","24","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",68,72414,93.9,72.9,119.0
,"25 years","25","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",102,74976,136.0,109.6,162.4
,"26 years","26","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",75,78109,96.0,75.5,120.4
,"27 years","27","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",103,80457,128.0,103.3,152.7
,"28 years","28","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",110,83761,131.3,106.8,155.9
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",144,87339,164.9,137.9,191.8
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",119,90062,132.1,108.4,155.9
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",148,90971,162.7,136.5,188.9
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",157,90139,174.2,146.9,201.4
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",168,87908,191.1,162.2,220.0
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",161,84864,189.7,160.4,219.0
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",180,81964,219.6,187.5,251.7
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",189,77897,242.6,208.0,277.2
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",187,75152,248.8,213.2,284.5
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",188,73535,255.7,219.1,292.2
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",189,71922,262.8,225.3,300.2
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",214,71913,297.6,257.7,337.5
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",237,70565,335.9,293.1,378.6
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",216,69536,310.6,269.2,352.1
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",250,68775,363.5,318.4,408.6
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",247,67460,366.1,320.5,411.8
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",284,66962,424.1,374.8,473.4
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",281,64984,432.4,381.9,483.0
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",313,64223,487.4,433.4,541.4
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",324,64394,503.2,448.4,557.9
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",347,66198,524.2,469.0,579.3
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",385,69014,557.9,502.1,613.6
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",377,69642,541.3,486.7,596.0
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",444,70831,626.8,568.5,685.2
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",497,71453,695.6,634.4,756.7
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",544,71719,758.5,694.8,822.3
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",543,73226,741.5,679.2,803.9
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",640,74142,863.2,796.3,930.1
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",682,75600,902.1,834.4,969.8
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",751,76529,981.3,911.1,1051.5
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",806,77581,1038.9,967.2,1110.6
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",962,78003,1233.3,1155.4,1311.2
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",968,76436,1266.4,1186.6,1346.2
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1022,75106,1360.7,1277.3,1444.2
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1059,73468,1441.4,1354.6,1528.3
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1148,70576,1626.6,1532.5,1720.7
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1172,68224,1717.9,1619.5,1816.2
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1196,64782,1846.2,1741.6,1950.8
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1230,61561,1998.0,1886.4,2109.7
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1204,58034,2074.6,1957.5,2191.8
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1193,55136,2163.7,2041.0,2286.5
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1171,52842,2216.0,2089.1,2343.0
,"71 years","71","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1288,50336,2558.8,2419.1,2698.5
,"72 years","72","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1264,48254,2619.5,2475.1,2763.9
,"73 years","73","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1274,46007,2769.1,2617.1,2921.2
,"74 years","74","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1238,42163,2936.2,2772.7,3099.8
,"75 years","75","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1344,38712,3471.8,3286.2,3657.4
,"76 years","76","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1194,35539,3359.7,3169.1,3550.3
,"77 years","77","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1255,32477,3864.3,3650.5,4078.1
,"78 years","78","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1220,29489,4137.1,3905.0,4369.3
,"79 years","79","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1247,27615,4515.7,4265.0,4766.3
,"80 years","80","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1239,26149,4738.2,4474.4,5002.1
,"81 years","81","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1308,24252,5393.4,5101.1,5685.7
,"82 years","82","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1343,22169,6058.0,5734.0,6382.0
,"83 years","83","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1348,20327,6631.6,6277.6,6985.6
,"84 years","84","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1274,18854,6757.2,6386.1,7128.2
,"85 years","85","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1272,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"86 years","86","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1294,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"87 years","87","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1210,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"88 years","88","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1258,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"89 years","89","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1159,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90 years","90","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",1078,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"91 years","91","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",966,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"92 years","92","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",932,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"93 years","93","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",866,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"94 years","94","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",808,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95 years","95","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",675,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"96 years","96","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",602,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"97 years","97","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",509,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"98 years","98","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",424,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"99 years","99","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",351,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",884,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 2018-2024, Single Race"
"Query Parameters:"
"Title: CA; 2018+; SYA; F; NON; BAA; 2024; 5Y"
"Hispanic Origin: Not Hispanic or Latino"
"Sex: Female"
"Single Race 6: Black or African American"
"States: California (06)"
"Year/Month: 2020; 2021; 2022; 2023; 2024"
"Group By: Single-Year Ages; Sex; Hispanic Origin; Single Race 6"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information."
"---"
"Query Date: Mar 13, 2026 12:16:23 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2024 on CDC WONDER Online Database, released in 2026. Data are from the Multiple Cause of Death Files,"
"2018-2024, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Mar 13, 2026 12:16:23 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Ages 85-100."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"4. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"5. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Racial Differences."
"6. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Confidence-Intervals."
"7. The population figures for year 2024 are single-race estimates of the July 1 resident population, from the Vintage 2024"
"postcensal series released by the Census Bureau on June 27, 2024. The 2024 series is based on the Modified Blended Base produced"
"by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of the blend"
"of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data"
"from the internal Census Edited File (CEF). The population figures for year 2023 are single-race estimates of the July 1"
"resident population, from the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. The 2023 series is"
"based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The"
"Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic"
"Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The population figures for years 2022 are"
"single-race estimates of the July 1 resident population, from the Vintage 2022 postcensal series released by the Census Bureau"
"on June 22, 2023. The 2022 series is based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1,"
"2020 decennial population count. The Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates"
"for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The"
"population figures for years 2021 are single-race estimates of the July 1 resident population, based on the Blended Base"
"produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count, from the Vintage 2021 postcensal"
"series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates of the"
"July 1 resident population, from the Vintage 2020 postcensal series based on April 2010 Census, released by the Census Bureau on"
"July 27, 2021. The population figures for year 2019 are single-race estimates of the July 1 resident population, from the"
"Vintage 2019 postcensal series based on April 2010 Census, released by the Census Bureau on June 25, 2020. The population"
"figures for year 2018 are single-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series based"
"on April 2010 Census, released by the Census Bureau on June 20, 2019. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Population Data."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Age"
"Group."
"9. The U.S. - Mexico Border Regions distinguish between counties near the U.S. - Mexico border in the border states of Arizona,"
"California, New Mexico, and Texas, and other areas. To simplify the Border region analysis, two mutually exclusive regions"
"within the United States are available: 1) U.S. - Mexico Border Region (i.e., 44 counties within 100 kilometers (62 miles) of"
"the U.S. - Mexico border), and 2) the U.S. Non-Border Region with the remaining counties of the selected four border states. The"
"Border counties selection was based on the 1983 La Paz Agreement:"
"https://www.epa.gov/sites/production/files/2015-09/documents/lapazagreement.pdf.. (i.e., counties for each state which fall"
"within 100 kilometers of the Border). Statistics are also available by each of the USA border counties along the U.S.-Mexico"
"area."
"10. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
