"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"24 years","24","Male","M","Not Hispanic or Latino","2186-2","Asian","A",396,690468,57.4,51.7,63.0
,"25 years","25","Male","M","Not Hispanic or Latino","2186-2","Asian","A",412,707536,58.2,52.6,63.9
,"26 years","26","Male","M","Not Hispanic or Latino","2186-2","Asian","A",387,729507,53.0,47.8,58.3
,"27 years","27","Male","M","Not Hispanic or Latino","2186-2","Asian","A",476,751161,63.4,57.7,69.1
,"28 years","28","Male","M","Not Hispanic or Latino","2186-2","Asian","A",519,774128,67.0,61.3,72.8
,"29 years","29","Male","M","Not Hispanic or Latino","2186-2","Asian","A",496,799533,62.0,56.6,67.5
,"30 years","30","Male","M","Not Hispanic or Latino","2186-2","Asian","A",547,824958,66.3,60.7,71.9
,"31 years","31","Male","M","Not Hispanic or Latino","2186-2","Asian","A",579,844657,68.5,63.0,74.1
,"32 years","32","Male","M","Not Hispanic or Latino","2186-2","Asian","A",592,858375,69.0,63.4,74.5
,"33 years","33","Male","M","Not Hispanic or Latino","2186-2","Asian","A",623,863297,72.2,66.5,77.8
,"34 years","34","Male","M","Not Hispanic or Latino","2186-2","Asian","A",654,861476,75.9,70.1,81.7
,"35 years","35","Male","M","Not Hispanic or Latino","2186-2","Asian","A",705,855578,82.4,76.3,88.5
,"36 years","36","Male","M","Not Hispanic or Latino","2186-2","Asian","A",715,845793,84.5,78.3,90.7
,"37 years","37","Male","M","Not Hispanic or Latino","2186-2","Asian","A",727,839876,86.6,80.3,92.9
,"38 years","38","Male","M","Not Hispanic or Latino","2186-2","Asian","A",775,832634,93.1,86.5,99.6
,"39 years","39","Male","M","Not Hispanic or Latino","2186-2","Asian","A",862,816714,105.5,98.5,112.6
,"40 years","40","Male","M","Not Hispanic or Latino","2186-2","Asian","A",876,803035,109.1,101.9,116.3
,"41 years","41","Male","M","Not Hispanic or Latino","2186-2","Asian","A",946,777784,121.6,113.9,129.4
,"42 years","42","Male","M","Not Hispanic or Latino","2186-2","Asian","A",967,752413,128.5,120.4,136.6
,"43 years","43","Male","M","Not Hispanic or Latino","2186-2","Asian","A",893,727497,122.7,114.7,130.8
,"44 years","44","Male","M","Not Hispanic or Latino","2186-2","Asian","A",1017,712557,142.7,134.0,151.5
,"45 years","45","Male","M","Not Hispanic or Latino","2186-2","Asian","A",1043,704526,148.0,139.1,157.0
,"46 years","46","Male","M","Not Hispanic or Latino","2186-2","Asian","A",1167,695787,167.7,158.1,177.3
,"47 years","47","Male","M","Not Hispanic or Latino","2186-2","Asian","A",1227,694364,176.7,166.8,186.6
,"48 years","48","Male","M","Not Hispanic or Latino","2186-2","Asian","A",1341,692972,193.5,183.2,203.9
,"49 years","49","Male","M","Not Hispanic or Latino","2186-2","Asian","A",1477,688041,214.7,203.7,225.6
,"50 years","50","Male","M","Not Hispanic or Latino","2186-2","Asian","A",1532,682387,224.5,213.3,235.7
,"51 years","51","Male","M","Not Hispanic or Latino","2186-2","Asian","A",1677,666049,251.8,239.7,263.8
,"52 years","52","Male","M","Not Hispanic or Latino","2186-2","Asian","A",1854,646310,286.9,273.8,299.9
,"53 years","53","Male","M","Not Hispanic or Latino","2186-2","Asian","A",1977,618501,319.6,305.6,333.7
,"54 years","54","Male","M","Not Hispanic or Latino","2186-2","Asian","A",2005,595019,337.0,322.2,351.7
,"55 years","55","Male","M","Not Hispanic or Latino","2186-2","Asian","A",2033,576759,352.5,337.2,367.8
,"56 years","56","Male","M","Not Hispanic or Latino","2186-2","Asian","A",2247,561633,400.1,383.5,416.6
,"57 years","57","Male","M","Not Hispanic or Latino","2186-2","Asian","A",2395,553878,432.4,415.1,449.7
,"58 years","58","Male","M","Not Hispanic or Latino","2186-2","Asian","A",2632,545577,482.4,464.0,500.9
,"59 years","59","Male","M","Not Hispanic or Latino","2186-2","Asian","A",2727,533804,510.9,491.7,530.0
,"60 years","60","Male","M","Not Hispanic or Latino","2186-2","Asian","A",2952,526790,560.4,540.2,580.6
,"61 years","61","Male","M","Not Hispanic or Latino","2186-2","Asian","A",3186,508602,626.4,604.7,648.2
,"62 years","62","Male","M","Not Hispanic or Latino","2186-2","Asian","A",3198,491500,650.7,628.1,673.2
,"63 years","63","Male","M","Not Hispanic or Latino","2186-2","Asian","A",3528,479119,736.4,712.1,760.6
,"64 years","64","Male","M","Not Hispanic or Latino","2186-2","Asian","A",3781,468977,806.2,780.5,831.9
,"65 years","65","Male","M","Not Hispanic or Latino","2186-2","Asian","A",3911,455098,859.4,832.4,886.3
,"66 years","66","Male","M","Not Hispanic or Latino","2186-2","Asian","A",4072,440123,925.2,896.8,953.6
,"67 years","67","Male","M","Not Hispanic or Latino","2186-2","Asian","A",4327,422389,1024.4,993.9,1054.9
,"68 years","68","Male","M","Not Hispanic or Latino","2186-2","Asian","A",4526,404063,1120.1,1087.5,1152.8
,"69 years","69","Male","M","Not Hispanic or Latino","2186-2","Asian","A",4526,384084,1178.4,1144.1,1212.7
,"70 years","70","Male","M","Not Hispanic or Latino","2186-2","Asian","A",4834,368692,1311.1,1274.2,1348.1
,"71 years","71","Male","M","Not Hispanic or Latino","2186-2","Asian","A",4968,350270,1418.3,1378.9,1457.8
,"72 years","72","Male","M","Not Hispanic or Latino","2186-2","Asian","A",5084,332985,1526.8,1484.8,1568.8
,"73 years","73","Male","M","Not Hispanic or Latino","2186-2","Asian","A",5375,315490,1703.7,1658.2,1749.2
,"74 years","74","Male","M","Not Hispanic or Latino","2186-2","Asian","A",5417,296027,1829.9,1781.2,1878.6
,"75 years","75","Male","M","Not Hispanic or Latino","2186-2","Asian","A",5469,270422,2022.4,1968.8,2076.0
,"76 years","76","Male","M","Not Hispanic or Latino","2186-2","Asian","A",5644,245891,2295.3,2235.4,2355.2
,"77 years","77","Male","M","Not Hispanic or Latino","2186-2","Asian","A",5573,222421,2505.6,2439.8,2571.4
,"78 years","78","Male","M","Not Hispanic or Latino","2186-2","Asian","A",5668,199769,2837.3,2763.4,2911.1
,"79 years","79","Male","M","Not Hispanic or Latino","2186-2","Asian","A",5760,183764,3134.5,3053.5,3215.4
,"80 years","80","Male","M","Not Hispanic or Latino","2186-2","Asian","A",5990,169762,3528.5,3439.1,3617.8
,"81 years","81","Male","M","Not Hispanic or Latino","2186-2","Asian","A",6135,154821,3962.6,3863.5,4061.8
,"82 years","82","Male","M","Not Hispanic or Latino","2186-2","Asian","A",6140,140978,4355.3,4246.3,4464.2
,"83 years","83","Male","M","Not Hispanic or Latino","2186-2","Asian","A",6447,127237,5066.9,4943.2,5190.6
,"84 years","84","Male","M","Not Hispanic or Latino","2186-2","Asian","A",6444,114139,5645.7,5507.9,5783.6
,"85 years","85","Male","M","Not Hispanic or Latino","2186-2","Asian","A",6337,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"86 years","86","Male","M","Not Hispanic or Latino","2186-2","Asian","A",6275,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"87 years","87","Male","M","Not Hispanic or Latino","2186-2","Asian","A",6075,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"88 years","88","Male","M","Not Hispanic or Latino","2186-2","Asian","A",5756,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"89 years","89","Male","M","Not Hispanic or Latino","2186-2","Asian","A",5491,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90 years","90","Male","M","Not Hispanic or Latino","2186-2","Asian","A",5125,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"91 years","91","Male","M","Not Hispanic or Latino","2186-2","Asian","A",4747,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"92 years","92","Male","M","Not Hispanic or Latino","2186-2","Asian","A",4284,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"93 years","93","Male","M","Not Hispanic or Latino","2186-2","Asian","A",3593,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"94 years","94","Male","M","Not Hispanic or Latino","2186-2","Asian","A",3150,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95 years","95","Male","M","Not Hispanic or Latino","2186-2","Asian","A",2532,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"96 years","96","Male","M","Not Hispanic or Latino","2186-2","Asian","A",2211,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"97 years","97","Male","M","Not Hispanic or Latino","2186-2","Asian","A",1733,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"98 years","98","Male","M","Not Hispanic or Latino","2186-2","Asian","A",1399,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"99 years","99","Male","M","Not Hispanic or Latino","2186-2","Asian","A",1018,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100","Male","M","Not Hispanic or Latino","2186-2","Asian","A",2006,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Male","M","Not Hispanic or Latino","2186-2","Asian","A",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 2018-2024, Single Race"
"Query Parameters:"
"Title: US; 2018+; SYA; M; NON; ASIAN; 2024; 5Y"
"Hispanic Origin: Not Hispanic or Latino"
"Sex: Male"
"Single Race 6: Asian"
"Year/Month: 2020; 2021; 2022; 2023; 2024"
"Group By: Single-Year Ages; Sex; Hispanic Origin; Single Race 6"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information."
"---"
"Query Date: Mar 13, 2026 12:15:45 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2024 on CDC WONDER Online Database, released in 2026. Data are from the Multiple Cause of Death Files,"
"2018-2024, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Mar 13, 2026 12:15:45 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Ages 85-100."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"4. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"5. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Racial Differences."
"6. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Confidence-Intervals."
"7. The population figures for year 2024 are single-race estimates of the July 1 resident population, from the Vintage 2024"
"postcensal series released by the Census Bureau on June 27, 2024. The 2024 series is based on the Modified Blended Base produced"
"by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of the blend"
"of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data"
"from the internal Census Edited File (CEF). The population figures for year 2023 are single-race estimates of the July 1"
"resident population, from the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. The 2023 series is"
"based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The"
"Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic"
"Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The population figures for years 2022 are"
"single-race estimates of the July 1 resident population, from the Vintage 2022 postcensal series released by the Census Bureau"
"on June 22, 2023. The 2022 series is based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1,"
"2020 decennial population count. The Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates"
"for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The"
"population figures for years 2021 are single-race estimates of the July 1 resident population, based on the Blended Base"
"produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count, from the Vintage 2021 postcensal"
"series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates of the"
"July 1 resident population, from the Vintage 2020 postcensal series based on April 2010 Census, released by the Census Bureau on"
"July 27, 2021. The population figures for year 2019 are single-race estimates of the July 1 resident population, from the"
"Vintage 2019 postcensal series based on April 2010 Census, released by the Census Bureau on June 25, 2020. The population"
"figures for year 2018 are single-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series based"
"on April 2010 Census, released by the Census Bureau on June 20, 2019. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Population Data."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Age"
"Group."
"9. Connecticut population estimates for 2022 and later years are reported for 9 planning regions as county equivalent areas,"
"instead of the former 8 legacy counties in the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023,"
"and in the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. Populations estimates for the former"
"counties are not available for 2022 and later years. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Connecticut-2022."
"10. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
