"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"29 years","29","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",294,416100,70.7,62.6,78.7
,"30 years","30","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",327,434096,75.3,67.2,83.5
,"31 years","31","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",347,444944,78.0,69.8,86.2
,"32 years","32","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",398,454804,87.5,78.9,96.1
,"33 years","33","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",447,455992,98.0,88.9,107.1
,"34 years","34","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",458,453273,101.0,91.8,110.3
,"35 years","35","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",446,449160,99.3,90.1,108.5
,"36 years","36","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",472,442282,106.7,97.1,116.3
,"37 years","37","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",552,438359,125.9,115.4,136.4
,"38 years","38","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",521,435817,119.5,109.3,129.8
,"39 years","39","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",612,432583,141.5,130.3,152.7
,"40 years","40","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",645,428820,150.4,138.8,162.0
,"41 years","41","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",621,420079,147.8,136.2,159.5
,"42 years","42","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",652,410535,158.8,146.6,171.0
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",700,400854,174.6,161.7,187.6
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",704,390277,180.4,167.1,193.7
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",792,383547,206.5,192.1,220.9
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",830,376204,220.6,205.6,235.6
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",851,373184,228.0,212.7,243.4
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",911,376568,241.9,226.2,257.6
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",1004,392704,255.7,239.8,271.5
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",1226,413593,296.4,279.8,313.0
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",1300,427558,304.1,287.5,320.6
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",1365,439880,310.3,293.8,326.8
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",1633,448099,364.4,346.8,382.1
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",1723,449298,383.5,365.4,401.6
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",1956,457335,427.7,408.7,446.6
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",2141,468388,457.1,437.7,476.5
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",2484,484502,512.7,492.5,532.9
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",2652,501421,528.9,508.8,549.0
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",3058,521036,586.9,566.1,607.7
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",3448,533158,646.7,625.1,668.3
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",3762,533162,705.6,683.1,728.1
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",4001,535540,747.1,723.9,770.2
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",4436,534721,829.6,805.2,854.0
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",4587,528120,868.6,843.4,893.7
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",4858,524652,925.9,899.9,952.0
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",5049,517946,974.8,947.9,1001.7
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",5478,509609,1074.9,1046.5,1103.4
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",5716,497667,1148.6,1118.8,1178.3
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",6136,488154,1257.0,1225.5,1288.4
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",6556,476743,1375.2,1341.9,1408.5
,"71 years","71","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",6806,462676,1471.0,1436.1,1506.0
,"72 years","72","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",7457,452733,1647.1,1609.7,1684.5
,"73 years","73","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",8103,451341,1795.3,1756.2,1834.4
,"74 years","74","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",8627,427161,2019.6,1977.0,2062.2
,"75 years","75","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",8750,404237,2164.6,2119.2,2209.9
,"76 years","76","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",9262,377705,2452.2,2402.2,2502.1
,"77 years","77","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",9815,355255,2762.8,2708.1,2817.5
,"78 years","78","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",9835,314368,3128.5,3066.7,3190.3
,"79 years","79","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",10279,294744,3487.4,3420.0,3554.9
,"80 years","80","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",10802,272887,3958.4,3883.8,4033.1
,"81 years","81","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",11132,249323,4464.9,4381.9,4547.8
,"82 years","82","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",11362,224149,5068.9,4975.7,5162.2
,"83 years","83","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",11448,204160,5607.4,5504.6,5710.1
,"84 years","84","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",11955,186634,6405.6,6290.8,6520.4
,"85 years","85","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",12580,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"86 years","86","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",12679,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"87 years","87","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",13182,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"88 years","88","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",13139,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"89 years","89","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",13547,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90 years","90","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",13591,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"91 years","91","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",13368,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"92 years","92","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",13310,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"93 years","93","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",12671,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"94 years","94","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",11876,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95 years","95","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",10942,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"96 years","96","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",9576,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"97 years","97","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",8175,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"98 years","98","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",6647,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"99 years","99","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",5214,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",11245,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Not Hispanic or Latino","2186-2","White","2106-3",Suppressed,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 2018-2024, Single Race"
"Query Parameters:"
"Title: CA; 2018+; SYA; F; NON; WH; 2024; 5Y"
"Hispanic Origin: Not Hispanic or Latino"
"Sex: Female"
"Single Race 6: White"
"States: California (06)"
"Year/Month: 2020; 2021; 2022; 2023; 2024"
"Group By: Single-Year Ages; Sex; Hispanic Origin; Single Race 6"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information."
"---"
"Query Date: Mar 13, 2026 12:18:21 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2024 on CDC WONDER Online Database, released in 2026. Data are from the Multiple Cause of Death Files,"
"2018-2024, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Mar 13, 2026 12:18:21 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Ages 85-100."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Assurance of Confidentiality."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"4. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"5. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Racial Differences."
"6. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Confidence-Intervals."
"7. The population figures for year 2024 are single-race estimates of the July 1 resident population, from the Vintage 2024"
"postcensal series released by the Census Bureau on June 27, 2024. The 2024 series is based on the Modified Blended Base produced"
"by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of the blend"
"of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data"
"from the internal Census Edited File (CEF). The population figures for year 2023 are single-race estimates of the July 1"
"resident population, from the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. The 2023 series is"
"based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The"
"Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic"
"Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The population figures for years 2022 are"
"single-race estimates of the July 1 resident population, from the Vintage 2022 postcensal series released by the Census Bureau"
"on June 22, 2023. The 2022 series is based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1,"
"2020 decennial population count. The Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates"
"for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The"
"population figures for years 2021 are single-race estimates of the July 1 resident population, based on the Blended Base"
"produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count, from the Vintage 2021 postcensal"
"series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates of the"
"July 1 resident population, from the Vintage 2020 postcensal series based on April 2010 Census, released by the Census Bureau on"
"July 27, 2021. The population figures for year 2019 are single-race estimates of the July 1 resident population, from the"
"Vintage 2019 postcensal series based on April 2010 Census, released by the Census Bureau on June 25, 2020. The population"
"figures for year 2018 are single-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series based"
"on April 2010 Census, released by the Census Bureau on June 20, 2019. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Population Data."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Age"
"Group."
"9. The U.S. - Mexico Border Regions distinguish between counties near the U.S. - Mexico border in the border states of Arizona,"
"California, New Mexico, and Texas, and other areas. To simplify the Border region analysis, two mutually exclusive regions"
"within the United States are available: 1) U.S. - Mexico Border Region (i.e., 44 counties within 100 kilometers (62 miles) of"
"the U.S. - Mexico border), and 2) the U.S. Non-Border Region with the remaining counties of the selected four border states. The"
"Border counties selection was based on the 1983 La Paz Agreement:"
"https://www.epa.gov/sites/production/files/2015-09/documents/lapazagreement.pdf.. (i.e., counties for each state which fall"
"within 100 kilometers of the Border). Statistics are also available by each of the USA border counties along the U.S.-Mexico"
"area."
"10. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
