"Notes","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Hispanic Origin","Hispanic Origin Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"43 years","43","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",5019,1412035,355.4,345.6,365.3
,"44 years","44","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",5148,1379681,373.1,362.9,383.3
,"45 years","45","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",5325,1348295,394.9,384.3,405.6
,"46 years","46","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",5431,1317578,412.2,401.2,423.2
,"47 years","47","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",5776,1308755,441.3,430.0,452.7
,"48 years","48","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",6056,1311211,461.9,450.2,473.5
,"49 years","49","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",6669,1339080,498.0,486.1,510.0
,"50 years","50","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",7177,1360908,527.4,515.2,539.6
,"51 years","51","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",7568,1360512,556.3,543.7,568.8
,"52 years","52","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",8296,1358616,610.6,597.5,623.8
,"53 years","53","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",8856,1346441,657.7,644.0,671.4
,"54 years","54","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",9457,1332362,709.8,695.5,724.1
,"55 years","55","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",10289,1339781,768.0,753.1,782.8
,"56 years","56","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",11377,1356684,838.6,823.2,854.0
,"57 years","57","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",12410,1368735,906.7,890.7,922.6
,"58 years","58","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",13379,1377397,971.3,954.9,987.8
,"59 years","59","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",14775,1380005,1070.6,1053.4,1087.9
,"60 years","60","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",15721,1375384,1143.0,1125.2,1160.9
,"61 years","61","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",16825,1352495,1244.0,1225.2,1262.8
,"62 years","62","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",17775,1328463,1338.0,1318.3,1357.7
,"63 years","63","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",18990,1303140,1457.2,1436.5,1478.0
,"64 years","64","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",19695,1268673,1552.4,1530.7,1574.1
,"65 years","65","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",20335,1227462,1656.7,1633.9,1679.4
,"66 years","66","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",20974,1177427,1781.3,1757.2,1805.4
,"67 years","67","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",21230,1124358,1888.2,1862.8,1913.6
,"68 years","68","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",21417,1064164,2012.6,1985.6,2039.5
,"69 years","69","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",21501,1014779,2118.8,2090.5,2147.1
,"70 years","70","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",21925,965522,2270.8,2240.7,2300.9
,"71 years","71","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",22346,911587,2451.3,2419.2,2483.5
,"72 years","72","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",22633,863926,2619.8,2585.7,2653.9
,"73 years","73","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",22580,815086,2770.3,2734.1,2806.4
,"74 years","74","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",22302,742025,3005.6,2966.1,3045.0
,"75 years","75","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",21552,675585,3190.1,3147.5,3232.7
,"76 years","76","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",21474,610834,3515.5,3468.5,3562.5
,"77 years","77","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",21422,555755,3854.6,3803.0,3906.2
,"78 years","78","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",21046,496775,4236.5,4179.3,4293.8
,"79 years","79","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",21424,462219,4635.0,4573.0,4697.1
,"80 years","80","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",21498,427056,5034.0,4966.7,5101.3
,"81 years","81","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",21695,389294,5572.9,5498.8,5647.1
,"82 years","82","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",21257,352464,6031.0,5949.9,6112.0
,"83 years","83","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",21096,320667,6578.8,6490.0,6667.6
,"84 years","84","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",21097,291914,7227.1,7129.6,7324.7
,"85 years","85","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",20904,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"86 years","86","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",20586,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"87 years","87","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",20046,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"88 years","88","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",19402,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"89 years","89","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",18587,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"90 years","90","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",17593,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"91 years","91","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",16470,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"92 years","92","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",15102,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"93 years","93","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",13963,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"94 years","94","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",12355,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"95 years","95","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",10891,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"96 years","96","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",9356,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"97 years","97","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",7747,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"98 years","98","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",6365,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"99 years","99","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",4912,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"100+ years","100","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",12680,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Not Stated","NS","Female","F","Not Hispanic or Latino","2186-2","Black or African American","2054-5",12,Not Applicable,Not Applicable,Not Applicable,Not Applicable
"---"
"Dataset: Underlying Cause of Death, 2018-2024, Single Race"
"Query Parameters:"
"Title: US; 2018+; SYA; F; NON; BAA; 2024; 5Y"
"Hispanic Origin: Not Hispanic or Latino"
"Sex: Female"
"Single Race 6: Black or African American"
"Year/Month: 2020; 2021; 2022; 2023; 2024"
"Group By: Single-Year Ages; Sex; Hispanic Origin; Single Race 6"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information."
"---"
"Query Date: Mar 13, 2026 12:16:29 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2024 on CDC WONDER Online Database, released in 2026. Data are from the Multiple Cause of Death Files,"
"2018-2024, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Mar 13, 2026 12:16:29 AM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Ages 85-100."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"3. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"4. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Racial Differences."
"5. The method used to calculate 95% confidence intervals is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Confidence-Intervals."
"6. The population figures for year 2024 are single-race estimates of the July 1 resident population, from the Vintage 2024"
"postcensal series released by the Census Bureau on June 27, 2024. The 2024 series is based on the Modified Blended Base produced"
"by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of the blend"
"of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data"
"from the internal Census Edited File (CEF). The population figures for year 2023 are single-race estimates of the July 1"
"resident population, from the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. The 2023 series is"
"based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The"
"Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic"
"Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The population figures for years 2022 are"
"single-race estimates of the July 1 resident population, from the Vintage 2022 postcensal series released by the Census Bureau"
"on June 22, 2023. The 2022 series is based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1,"
"2020 decennial population count. The Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates"
"for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The"
"population figures for years 2021 are single-race estimates of the July 1 resident population, based on the Blended Base"
"produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count, from the Vintage 2021 postcensal"
"series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates of the"
"July 1 resident population, from the Vintage 2020 postcensal series based on April 2010 Census, released by the Census Bureau on"
"July 27, 2021. The population figures for year 2019 are single-race estimates of the July 1 resident population, from the"
"Vintage 2019 postcensal series based on April 2010 Census, released by the Census Bureau on June 25, 2020. The population"
"figures for year 2018 are single-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series based"
"on April 2010 Census, released by the Census Bureau on June 20, 2019. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Population Data."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Age"
"Group."
"8. Connecticut population estimates for 2022 and later years are reported for 9 planning regions as county equivalent areas,"
"instead of the former 8 legacy counties in the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023,"
"and in the Vintage 2023 postcensal series released by the Census Bureau on June 27, 2024. Populations estimates for the former"
"counties are not available for 2022 and later years. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Connecticut-2022."
"9. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
